input_gibberish,target_correct,shift_type
[oddqeo;;,piccadill,L_UP__R_RIGHT
dxpdcizgd,expediate,L_DOWN__R_STAY
fir,for,L_STAY__R_LEFT
rginbigedrakkt,rhombohedrally,L_STAY__R_LEFT
;fl;.dxx,propless,L_DOWN__R_DOWN
castugatir,castigator,L_STAY__R_LEFT
",eaa",kras,L_LEFT__R_DOWN
if34oioykq5uib,overpopulation,L_UP__R_LEFT
avvir,abbot,L_LEFT__R_LEFT
"fsdnns,yxjykjn",dashnaktzutiun,L_RIGHT__R_DOWN
t649wd908d,gyroscopic,L_UP__R_UP
nrysogituvsk,metaphorical,L_RIGHT__R_LEFT
dnqjfknkw5kd,chauvinistic,L_UP__R_DOWN
u4qmino,uramino,L_UP__R_STAY
jndq;5j4qg.3,uncapturable,L_UP__R_DOWN
ljg;flcjcd,outproduce,L_DOWN__R_DOWN
adaotutyde,adaptitude,L_STAY__R_LEFT
njf.h,nurly,L_DOWN__R_DOWN
70t94t3,upgorge,L_UP__R_UP
exynbrekka,exumbrella,L_STAY__R_LEFT
xgfjg,strut,L_DOWN__R_DOWN
scos;,axial,L_RIGHT__R_RIGHT
a70eahwec8ah,supranervian,L_LEFT__R_UP
vitfrt,corder,L_RIGHT__R_LEFT
rnynjdksdykv,enthusiastic,L_RIGHT__R_DOWN
czfbonic,carbonic,L_DOWN__R_STAY
fy8h90gdf8czd,rhinopteridae,L_DOWN__R_UP
b99v,boof,L_DOWN__R_UP
698,yoi,L_RIGHT__R_UP
ptyry,ortet,L_RIGHT__R_RIGHT
xa;xaewa,calcarea,L_LEFT__R_RIGHT
jerbage,herbage,L_STAY__R_RIGHT
jeratineter,keratometer,L_STAY__R_LEFT
[omqlop;o53,pinakiolite,L_UP__R_RIGHT
imczgd,uncate,L_DOWN__R_RIGHT
ibdyctuib,obduction,L_STAY__R_LEFT
[trlmpe,preknow,L_RIGHT__R_RIGHT
dhtirkrt,shrieker,L_RIGHT__R_STAY
dbiekrdd,snowless,L_RIGHT__R_LEFT
0ytyao9c6ah8he,phthalocyanine,L_STAY__R_UP
dyuggrbubh,stiffening,L_RIGHT__R_LEFT
scjtcnkng,scutching,L_STAY__R_DOWN
eqy4u,dauri,L_UP__R_LEFT
;lw5;q4q.h5kd,postparalytic,L_UP__R_DOWN
afewwavk.krh,agreeability,L_LEFT__R_DOWN
e3mkqwwktnq5kln,demiassignation,L_UP__R_DOWN
mlnlxwelja,monocerous,L_LEFT__R_DOWN
ewxibareyxr,reconstruct,L_LEFT__R_LEFT
q8swhwe,widener,L_LEFT__R_UP
dexopcardoa,dexiocardia,L_STAY__R_RIGHT
oteridacttkys,pterodactylus,L_STAY__R_LEFT
"543ndn.k,3",trenchlike,L_UP__R_DOWN
axwrtkarie,acetylator,L_LEFT__R_LEFT
"im,o;otaromess",unmilitariness,L_STAY__R_RIGHT
dqj348hq,camerina,L_UP__R_UP
;asuvoes,ladybird,L_LEFT__R_RIGHT
ogiyirkrvytuv,photoelectric,L_RIGHT__R_LEFT
jegas09rahge,megasporange,L_STAY__R_UP
a.fwnkv,algenib,L_LEFT__R_DOWN
",dmgjdmp;",menthenol,L_DOWN__R_RIGHT
ozhb78chdxx,languidness,L_DOWN__R_UP
mjwdj.ld3..j.q4,musculocellular,L_UP__R_DOWN
nulls,bulla,L_RIGHT__R_STAY
"shs,ov",agamic,L_RIGHT__R_RIGHT
"tambll,ke",tambookie,L_STAY__R_DOWN
dekndkvkdja.kze,deindividualize,L_STAY__R_DOWN
aw;wmarw,selenate,L_LEFT__R_RIGHT
r8t74qh5,figurant,L_UP__R_UP
ul54qtqllqn5,ultragallant,L_UP__R_STAY
cass8d7o8ha,cassidulina,L_STAY__R_UP
nstrvs,bareca,L_RIGHT__R_STAY
mryyhnrsf,jettyhead,L_RIGHT__R_DOWN
r[ohts[j,epigraph,L_RIGHT__R_RIGHT
rnyhrsl,entheal,L_RIGHT__R_STAY
to3e85w8q,gleditsia,L_UP__R_UP
hafqwws,hagweed,L_LEFT__R_STAY
tsjvljdnrdd,raucousness,L_RIGHT__R_DOWN
pqw53l,pastel,L_UP__R_STAY
"rpdja,",rodham,L_STAY__R_RIGHT
hsksvyibuv,galactonic,L_RIGHT__R_LEFT
"[fd,pmxgfzmg",premonstrant,L_DOWN__R_RIGHT
vkyggdfubbkt,flutteringly,L_DOWN__R_LEFT
[ommarws;u,pinnatedly,L_LEFT__R_RIGHT
d3594y8h7w,cetorhinus,L_UP__R_UP
sminomsloniv,aminomalonic,L_RIGHT__R_STAY
lo[[rt,kipper,L_RIGHT__R_RIGHT
vltnjvl;ksn,cornucopian,L_RIGHT__R_DOWN
inrwnaidixarion,intensification,L_LEFT__R_STAY
mqkn;4kw3,mainprise,L_UP__R_DOWN
dys8yy,staith,L_RIGHT__R_UP
sqn5nl5kd,xanthotic,L_UP__R_DOWN
7hrsto6,unearly,L_RIGHT__R_UP
ck;fkmzfh,diprimary,L_DOWN__R_DOWN
w3qwgi43,seashore,L_UP__R_LEFT
peiwarlinwaa,priestliness,L_LEFT__R_STAY
todr,rise,L_RIGHT__R_RIGHT
0r9fo8gatehess,profligateness,L_STAY__R_UP
vpmpvst[id,conocarpus,L_RIGHT__R_RIGHT
0s6cy9catyars8s,psychocatharsis,L_STAY__R_UP
;xdjclxajzmzgd,pseudosquamate,L_DOWN__R_DOWN
eoofeodr,woodwose,L_RIGHT__R_STAY
08dystrrh,pistareen,L_RIGHT__R_UP
if34o4ioi45uibq53,overproportionate,L_UP__R_LEFT
wyo34w3bwugk3,supersensible,L_UP__R_LEFT
crjcka..h,crucially,L_STAY__R_DOWN
d4qwwo6,crassly,L_UP__R_UP
"w,veup;pfoxa;",embryological,L_LEFT__R_RIGHT
y98h,hoin,L_DOWN__R_UP
czcf6c87j,dacrydium,L_DOWN__R_UP
fi45uqlia3,virtualize,L_UP__R_STAY
nryytsoo,bethrall,L_RIGHT__R_UP
znghfoponomicx,anthroponomics,L_DOWN__R_STAY
7hcdf0fdxxdf,underpresser,L_DOWN__R_UP
4nhndnl;w,rhynchops,L_UP__R_DOWN
tw8seo,twisel,L_STAY__R_UP
qaeswe,warder,L_LEFT__R_DOWN
njm;n,humph,L_DOWN__R_DOWN
vuvuxdoykgyfd,vivisepulture,L_DOWN__R_LEFT
decej0ehhate,decempennate,L_STAY__R_UP
mdgzcond,metacone,L_DOWN__R_STAY
dphrhrd,spheges,L_RIGHT__R_STAY
buisogere,biosphere,L_STAY__R_LEFT
af9h8z8hfo6,agonizingly,L_LEFT__R_UP
a6h9wx897ahwaa,synoeciousness,L_LEFT__R_UP
;nh5l;q5nl.ltkdq.,phytopathological,L_UP__R_DOWN
akfnkdkxarjew,significature,L_LEFT__R_DOWN
nuttrf,burred,L_RIGHT__R_STAY
xyodfxdfzoguczk,superseraphical,L_DOWN__R_LEFT
bdnom,genom,L_DOWN__R_STAY
va0r9eh8a,baptornis,L_LEFT__R_UP
w543pi5qn5,strepitant,L_UP__R_STAY
43b32n3b5,renewment,L_UP__R_LEFT
frvsm;,decamp,L_RIGHT__R_DOWN
xajwo98s,cameloid,L_LEFT__R_UP
cibxgfycguibuxg,constructionist,L_DOWN__R_LEFT
imcjzfogzb;dmdxx,uncharitableness,L_DOWN__R_RIGHT
uilafjoe,yukaghir,L_LEFT__R_RIGHT
vouyumirt,coutumier,L_RIGHT__R_STAY
c8rao8zwe,vitalizer,L_LEFT__R_UP
ubhyrabke,injurable,L_STAY__R_LEFT
tqp,gap,L_UP__R_STAY
ybxryiya,unctuous,L_LEFT__R_LEFT
inyrtfrdpidr,interdespise,L_RIGHT__R_STAY
anwekddwaa,sheriffess,L_LEFT__R_DOWN
;s.rykl.lhh,paletiology,L_RIGHT__R_DOWN
i4bu5gintaiyw,ornithomyzous,L_UP__R_LEFT
ewxklinf,reckling,L_LEFT__R_STAY
bdcflsxd,bedrowse,L_DOWN__R_DOWN
",pp;",mool,L_LEFT__R_RIGHT
0y6d8vsohrdd,physicalness,L_RIGHT__R_UP
ogobypx,otogyps,L_DOWN__R_STAY
joarpfea[ju,histography,L_LEFT__R_RIGHT
h9hjwraj9e0y8x,nonmetamorphic,L_LEFT__R_UP
siaaxquainranxw,disacquaintance,L_LEFT__R_STAY
vaefa8h,bargain,L_LEFT__R_UP
imjpm3w5;u,unhonestly,L_UP__R_RIGHT
anaagnwbr,smashment,L_LEFT__R_LEFT
4og34ewmqn,roberdsman,L_UP__R_STAY
ty9jn8vso,rhombical,L_RIGHT__R_UP
kndjttrvylth,insurrectory,L_RIGHT__R_DOWN
xckdfiguczk,sclerotical,L_DOWN__R_LEFT
gjhqg.3,buyable,L_UP__R_DOWN
ibtauber,obtainer,L_STAY__R_LEFT
omaodab;e,inaidable,L_STAY__R_RIGHT
.kmwqjar,limequat,L_LEFT__R_DOWN
oqyo34uwn,pauperism,L_UP__R_LEFT
cdckvk.kzd,decivilize,L_DOWN__R_DOWN
ung3hole3n,unbeholden,L_UP__R_STAY
ifdicib,oreodon,L_DOWN__R_LEFT
vkxxklnzb.d,fissionable,L_DOWN__R_DOWN
8d9tt908v,isorropic,L_RIGHT__R_UP
btficzcgtkuczd,gyrodactylidae,L_DOWN__R_LEFT
bzggdf,gatter,L_DOWN__R_LEFT
"pf34,qw534",overmaster,L_UP__R_RIGHT
niehtsvr,bowgrace,L_RIGHT__R_LEFT
otrvibuxr,preconize,L_RIGHT__R_LEFT
im[fobboxj,unpriggish,L_DOWN__R_RIGHT
aaiiaea,sakkara,L_LEFT__R_UP
gzb8o8gd,tagilite,L_DOWN__R_UP
sytrd6,atresy,L_RIGHT__R_UP
orebuggt,prenight,L_STAY__R_LEFT
gdhdfzo,teneral,L_DOWN__R_UP
cdbig,debut,L_DOWN__R_RIGHT
sjs,sus,L_STAY__R_DOWN
j3549w5qs8w,metrostaxis,L_UP__R_UP
timeo,gundi,L_UP__R_RIGHT
wodpw;ole,widowlike,L_STAY__R_RIGHT
di43eyd5qw3,coreductase,L_UP__R_LEFT
"bjn,",bunk,L_DOWN__R_DOWN
d.lf34h,clovery,L_UP__R_DOWN
vlfmj.zglf,formulator,L_DOWN__R_DOWN
duscigexaster,discohexaster,L_STAY__R_LEFT
axyvaloua,scybalous,L_LEFT__R_STAY
reoxw[ja;ia,tricephalus,L_LEFT__R_RIGHT
da78c8xgzhg,equidistant,L_DOWN__R_UP
dn3.kelnkqn,chelidonian,L_UP__R_DOWN
poarmillwnaeianiam,postmillenarianism,L_LEFT__R_STAY
[jpdmocp[gdfpix,phoenicopterous,L_DOWN__R_RIGHT
q.mktn5k.h,almightily,L_UP__R_DOWN
"xnlvd.mz,df",shovelmaker,L_DOWN__R_DOWN
03qi3eh3ww,peakedness,L_UP__R_UP
flrtread,fortread,L_STAY__R_DOWN
derroesdgubhd,sweepwashings,L_RIGHT__R_LEFT
midyhtoe,misthrow,L_RIGHT__R_STAY
rjabdpcpe;am,rhabdocoelan,L_STAY__R_RIGHT
e3di45q53,decurtate,L_UP__R_RIGHT
iytfritg,outfroth,L_STAY__R_LEFT
trb78dy,revuist,L_RIGHT__R_UP
xljmaek.kx,coumarilic,L_LEFT__R_DOWN
",ppmsjomer",moonshiner,L_STAY__R_RIGHT
mongznic,montanic,L_DOWN__R_STAY
nd.kjm,helium,L_DOWN__R_DOWN
ewrixulaeia,reticularia,L_LEFT__R_STAY
jnzfbjzb.d,unarguable,L_DOWN__R_DOWN
d7tb8bso8dy,survivalist,L_RIGHT__R_UP
vl..lfklyh;r,collodiotype,L_RIGHT__R_DOWN
jnekrr343nd3e,undifferenced,L_UP__R_DOWN
zfxomd,arsine,L_DOWN__R_RIGHT
dusartucykatir,disarticulator,L_STAY__R_LEFT
oibdfyk,pondful,L_STAY__R_LEFT
imxd;voxj;u,unselfishly,L_DOWN__R_RIGHT
arb8trat89h8st,arbitrationist,L_STAY__R_UP
xgfzgicfzg,stratocrat,L_DOWN__R_LEFT
5q4848,tariri,L_UP__R_UP
xahaxww,canacee,L_LEFT__R_UP
niybfrt,bounder,L_RIGHT__R_LEFT
nuxxy,buzzy,L_RIGHT__R_STAY
imammojo;arws,unannihilated,L_LEFT__R_RIGHT
xar.a;,catlap,L_LEFT__R_DOWN
actuvate,activate,L_STAY__R_LEFT
7jg48qh,umbrian,L_UP__R_UP
rnwlslekx,theodoric,L_LEFT__R_DOWN
ime34[qu,underpay,L_UP__R_RIGHT
ocweavouns,overabound,L_LEFT__R_STAY
o7bs9fj,lugworm,L_DOWN__R_UP
wj7oa8cw,emulsive,L_LEFT__R_UP
3yqbtui5ud,euangiotic,L_UP__R_LEFT
q4dy3ddo3w8qw58d,archecclesiastic,L_UP__R_UP
unswelayinf,underlaying,L_LEFT__R_STAY
brassuduc,brassidic,L_STAY__R_LEFT
astjemp[oa,asthenopia,L_STAY__R_RIGHT
xsddglikd,sweetlike,L_DOWN__R_STAY
miwqppoin5,misappoint,L_UP__R_STAY
fryyrtintidubidr,deuteromyosinose,L_RIGHT__R_LEFT
x9rr6,cotty,L_LEFT__R_UP
ieib5igkqw5ud,odontoblastic,L_UP__R_LEFT
unfrtptopotyion,underproportion,L_RIGHT__R_STAY
idibtigebesus,odontogenesis,L_STAY__R_LEFT
unoixgynzguib,impostumation,L_DOWN__R_LEFT
gqu4nibt34,hairmonger,L_UP__R_LEFT
dvvdgd,effete,L_DOWN__R_STAY
mpmomrq;;ogo;ow5,noninfallibilist,L_UP__R_RIGHT
xwearisusaw,ceratodidae,L_LEFT__R_LEFT
fzk[ig,rajput,L_DOWN__R_RIGHT
[pdgoc,poetic,L_DOWN__R_RIGHT
puxkwewl,puckerel,L_LEFT__R_STAY
5yng3w534,tumbester,L_UP__R_LEFT
nudysjubhkt,mistakingly,L_RIGHT__R_LEFT
",pmraefoa",montargis,L_LEFT__R_RIGHT
foaaa8o6,glassily,L_LEFT__R_UP
shixpdfinbly,whisperingly,L_DOWN__R_STAY
5ukkq3qw54yn,tillaeastrum,L_UP__R_LEFT
accp;ated,accolated,L_STAY__R_RIGHT
undonw54qin3e,unconstrained,L_UP__R_STAY
oah7f8h9aw,lanuginose,L_LEFT__R_UP
oikttioe,polytope,L_STAY__R_LEFT
a;wxj.arkln,speculation,L_LEFT__R_DOWN
0438hw34589h,preinsertion,L_UP__R_UP
awpia,sepia,L_LEFT__R_STAY
im[;aom;u,unplainly,L_STAY__R_RIGHT
ciffer,cuffer,L_STAY__R_RIGHT
cwfwravo6,vegetably,L_LEFT__R_UP
nkltrsvykln,bioreaction,L_RIGHT__R_DOWN
redkstrkbjter,redistributer,L_STAY__R_DOWN
xyaroplwfia,cystoplegia,L_LEFT__R_STAY
gsvysn.knh,factabling,L_RIGHT__R_DOWN
w54qktn5rl42q4e.h,straightforwardly,L_UP__R_DOWN
mixxionzfy,missionary,L_DOWN__R_STAY
nlnsvvrddlth,nonaccessory,L_RIGHT__R_DOWN
53qdn3,teache,L_UP__R_DOWN
7h8bst8shy,univariant,L_RIGHT__R_UP
099b6d,poogye,L_DOWN__R_UP
"cammoba;os,",cannibalism,L_STAY__R_RIGHT
j9h9e4qj,monodram,L_UP__R_UP
evebwuse,evenwise,L_STAY__R_LEFT
bktciktguc,glycolytic,L_DOWN__R_LEFT
yjptm,thorn,L_RIGHT__R_RIGHT
iy5h3w5,outjest,L_UP__R_LEFT
syyicrbt,autoxeny,L_RIGHT__R_LEFT
sao8sb7r8a,salisburia,L_STAY__R_UP
qfoieqnd3,avoidance,L_UP__R_STAY
do443lq5qgl3,correlatable,L_UP__R_STAY
wdqg48583w,scabrities,L_UP__R_UP
43e3nh,redeny,L_UP__R_DOWN
nonincivicuzl,nonindividual,L_DOWN__R_STAY
si;[jirpismess,sulphurousness,L_STAY__R_RIGHT
dslyirteidr,saltierwise,L_RIGHT__R_STAY
dr0y8d6oosn8v,septisyllabic,L_RIGHT__R_UP
kaeairiam,karaitism,L_LEFT__R_STAY
v.stkvr,clarice,L_RIGHT__R_DOWN
[pari;arpeu,postulatory,L_LEFT__R_RIGHT
d4ya3u4i,cruzeiro,L_UP__R_LEFT
axgtnua,achymia,L_LEFT__R_LEFT
bd9c8xg,geodist,L_DOWN__R_UP
dy9e70,showup,L_RIGHT__R_UP
g4qi4e,braird,L_UP__R_STAY
xgdbocdphzloux,stegocephalous,L_DOWN__R_STAY
rgubiderna,rhinoderma,L_STAY__R_LEFT
dvskkrf,scalled,L_RIGHT__R_LEFT
j35y8hiw,methinks,L_UP__R_UP
dq4e73o8w,carduelis,L_UP__R_UP
yyrv87j,thecium,L_RIGHT__R_UP
s;lre.kng,sporeling,L_STAY__R_DOWN
q4dh3mp34o4,archemperor,L_UP__R_STAY
;knh.,pinyl,L_RIGHT__R_DOWN
9vdfxo80,overslip,L_DOWN__R_UP
wnaerheoaia,enarthrosis,L_LEFT__R_STAY
g;iof;u,fluidly,L_RIGHT__R_RIGHT
2q4;qg.3,warpable,L_UP__R_DOWN
b99io8hb,bookling,L_DOWN__R_UP
7hq7ao8r6,unquality,L_LEFT__R_UP
xzgxjmz,satsuma,L_DOWN__R_DOWN
",l,l",koko,L_RIGHT__R_DOWN
hom3l3wwn3ww,homelessness,L_UP__R_STAY
mpm[ib;ocogu,nonpublicity,L_DOWN__R_RIGHT
mwlanirix,melanitic,L_LEFT__R_STAY
fzg89hzo8xj,rationalism,L_DOWN__R_UP
s[ppleru,spookery,L_STAY__R_RIGHT
aqyaniwourgwkuak,squamoepithelial,L_LEFT__R_LEFT
unrqw53n34,unfastener,L_UP__R_STAY
arrlwnead,arrowhead,L_STAY__R_DOWN
ma.efactlr,malefactor,L_STAY__R_DOWN
3be3fuk,endevil,L_UP__R_LEFT
antkcrksks,anticrisis,L_STAY__R_DOWN
oaoakrt,papalty,L_LEFT__R_LEFT
ibrtsnnuyuiyd,overambitious,L_RIGHT__R_LEFT
xznbuivluoux,sanguifluous,L_DOWN__R_STAY
amterpexterma;,anteroexternal,L_STAY__R_RIGHT
mondl,monel,L_DOWN__R_STAY
og4q5i4,phrator,L_UP__R_LEFT
gtdyrtibrytsdygrbus,hysteroneurasthenia,L_RIGHT__R_LEFT
ji;lafw,hulkage,L_LEFT__R_RIGHT
wup34wu4p4iw3,supersurprise,L_UP__R_STAY
zzpbdmzpoc,azobenzoic,L_DOWN__R_RIGHT
fshrdj,dagesh,L_RIGHT__R_RIGHT
fr9t7d7jf7vy89h,deorusumduction,L_RIGHT__R_UP
kyrabt,lutany,L_LEFT__R_LEFT
clnstktjtklnarh,constitutionary,L_STAY__R_DOWN
fpxomzgd,rosinate,L_DOWN__R_RIGHT
d6w58d34d98eqo,cysticercoidal,L_UP__R_UP
stsvhnrsn,arachnean,L_RIGHT__R_STAY
zbguzbbykzf,antiangular,L_DOWN__R_LEFT
hoenyhwas,hornyhead,L_LEFT__R_STAY
o4i53w534,protester,L_UP__R_LEFT
tec7ha,tecuna,L_STAY__R_UP
8hdart,indart,L_STAY__R_UP
mhekl.lfkar,myriologist,L_LEFT__R_DOWN
nacgauridibtudae,machairodontidae,L_STAY__R_LEFT
ozcgdzo,lacteal,L_DOWN__R_UP
dxcommuniczgd,excommunicate,L_DOWN__R_STAY
aaxwaxwnxh,ascescency,L_LEFT__R_DOWN
kyntuvuyt,lubricity,L_RIGHT__R_LEFT
sgugnzbuxn,whitmanism,L_DOWN__R_LEFT
dyunykihrbiyd,stimulogenous,L_RIGHT__R_LEFT
9bxcdhd,obscene,L_DOWN__R_UP
1i3djiqm,quechuan,L_UP__R_RIGHT
tr9tt98red,trottoired,L_STAY__R_UP
jfbznkgd,urbanite,L_DOWN__R_DOWN
jn;tlvtrsyrf,unprocreated,L_RIGHT__R_DOWN
7h3s9h34qgo3,unexonerable,L_UP__R_UP
uncixgdncdc,undistended,L_DOWN__R_STAY
aifnarw,signate,L_LEFT__R_STAY
cyrya,curua,L_STAY__R_LEFT
redkssekse,redisseise,L_STAY__R_DOWN
fecif7o,feckful,L_STAY__R_UP
antebracnka.,antebrachial,L_STAY__R_DOWN
pepfea[ju,orography,L_LEFT__R_RIGHT
apirrws,spitted,L_LEFT__R_STAY
"bdffh;kc,knb",berrypicking,L_DOWN__R_DOWN
nlnmjaxj.ae,nonmuscular,L_LEFT__R_DOWN
otfugdx,pyrites,L_DOWN__R_LEFT
kngdf;l.zgkvd,interpolative,L_DOWN__R_DOWN
[tphtrddobr;u,progressively,L_RIGHT__R_RIGHT
vunwrakux,bimetalic,L_LEFT__R_LEFT
dyggynuhsyuib,suffumigation,L_RIGHT__R_LEFT
go;t,gilt,L_STAY__R_RIGHT
jne.l;kng,uneloping,L_STAY__R_DOWN
fakkioubf,galloping,L_LEFT__R_LEFT
k35dh,ketch,L_UP__R_STAY
bfubhzk,brinjal,L_DOWN__R_LEFT
dvzmbd;ozm,evangelian,L_DOWN__R_RIGHT
nakabatgryn,malabathrum,L_STAY__R_LEFT
vzunolobiczl,faunological,L_DOWN__R_STAY
un3ndlow3e,unenclosed,L_UP__R_STAY
pfzdndxgind,praenestine,L_DOWN__R_STAY
omfrmyopm,indention,L_RIGHT__R_RIGHT
debbet,dennet,L_STAY__R_LEFT
s8fa,digs,L_LEFT__R_UP
yrmprtsmrnysl,temperamental,L_RIGHT__R_STAY
dictirsguo,doctorship,L_STAY__R_LEFT
vwacweowkr,beaverpelt,L_LEFT__R_LEFT
4354qin,retrain,L_UP__R_STAY
yisftudn,toadyism,L_RIGHT__R_LEFT
mrp[juyov,neophytic,L_RIGHT__R_RIGHT
",omosjer",minisher,L_STAY__R_RIGHT
elq5knt,doating,L_UP__R_DOWN
yqa8h3ww,haziness,L_UP__R_UP
jr[ysjrcsjrfts;,heptahexahedral,L_RIGHT__R_RIGHT
g3g3qe34,beheader,L_UP__R_LEFT
jn;q4q;n4qw3e,unparaphrased,L_UP__R_DOWN
cinsixricolwnxw,vindictivolence,L_LEFT__R_STAY
gkadfyk,gladful,L_STAY__R_LEFT
sggic,affix,L_RIGHT__R_STAY
rhf9vt8hr,endocrine,L_RIGHT__R_UP
0dfczfb8cd,percarbide,L_DOWN__R_UP
vdfmong,vermont,L_DOWN__R_STAY
0we8a09e8axwaw,perisporiaceae,L_LEFT__R_UP
vykbdfzbkdbdxx,vulnerableness,L_DOWN__R_LEFT
bretib,breton,L_STAY__R_LEFT
dkacetate,diacetate,L_STAY__R_DOWN
xjbmjcljx,submucous,L_DOWN__R_DOWN
7hhq589hqo8a3e,unnationalized,L_UP__R_UP
aparoaaueua,apatosaurus,L_LEFT__R_STAY
vucoxzn,fucosan,L_DOWN__R_STAY
ytsuknsb,trailman,L_RIGHT__R_LEFT
deoketuib,depletion,L_STAY__R_LEFT
zbgunuxubb,antimixing,L_DOWN__R_LEFT
buthubkujr,virginlike,L_RIGHT__R_LEFT
gdgfzbpmz;mdxx,tetragonalness,L_DOWN__R_RIGHT
bdmgdx,gentes,L_DOWN__R_RIGHT
aaiwoo,sakell,L_LEFT__R_UP
bibzbb,bonang,L_DOWN__R_LEFT
b89jdgd9f9o9b6,biometeorology,L_DOWN__R_UP
x;nfzbkxgkc,sphragistic,L_DOWN__R_DOWN
f80yyyrt8y8d,diphtheritis,L_RIGHT__R_UP
0r8ja,prima,L_STAY__R_UP
swa[[er,swapper,L_STAY__R_RIGHT
me.k.ktkte,melilitite,L_STAY__R_DOWN
awoaxy9ar9j8,selachostomi,L_LEFT__R_UP
hqgi5qdl3,habitacle,L_UP__R_STAY
sesci[;e,sescuple,L_STAY__R_RIGHT
"reo,wra;;ox",trimetallic,L_LEFT__R_RIGHT
ro794j3534,fluormeter,L_UP__R_UP
jytyns,kuruma,L_RIGHT__R_LEFT
[areoaexj,patriarch,L_LEFT__R_RIGHT
u7brh8or,juvenile,L_RIGHT__R_UP
qmdjp4,anchor,L_UP__R_RIGHT
.kvw..j.a,libellula,L_LEFT__R_DOWN
rewhsow,trendle,L_LEFT__R_UP
l;wnnansws.h,openhandedly,L_LEFT__R_DOWN
ewa09ha8vowhwaa,responsibleness,L_LEFT__R_UP
"km;st,",impark,L_RIGHT__R_DOWN
cdczcfzcnmz,decadrachma,L_DOWN__R_DOWN
varrwe8ws,batteried,L_LEFT__R_UP
siaaxoesium,diascordium,L_LEFT__R_STAY
h9htsv8so,nonracial,L_RIGHT__R_UP
lj5;433n,outpreen,L_UP__R_DOWN
kwmpweyman,kemperyman,L_LEFT__R_STAY
e3fo5ioniw5,devotionist,L_UP__R_STAY
wdi4ouiueqk,scorpioidal,L_UP__R_LEFT
vao7xy8arah,baluchistan,L_LEFT__R_UP
ahnaxmw,synacme,L_LEFT__R_DOWN
s80089,sippio,L_STAY__R_UP
w3miw34iouwly,semiseriously,L_UP__R_STAY
porr,pott,L_LEFT__R_STAY
ewoubwe,repiner,L_LEFT__R_LEFT
qh9jqo747w,anomalurus,L_UP__R_UP
d7j98f8dg6,eumoiriety,L_DOWN__R_UP
cixdmzgixm,disematism,L_DOWN__R_STAY
cfdzjo8g,dreamlit,L_DOWN__R_UP
veaxrwl.w,bracteole,L_LEFT__R_DOWN
g9trvo9dr,foreclose,L_RIGHT__R_UP
fnaqinf,gnawing,L_LEFT__R_STAY
w1uqmowo4qeiq53,squamosoradiate,L_UP__R_STAY
digqk5idtqbud,cobaltocyanic,L_UP__R_LEFT
lbrtgtkhnyrn,overfrighten,L_RIGHT__R_DOWN
aln3.3ww,zoneless,L_UP__R_DOWN
eow[i534,disputer,L_UP__R_RIGHT
barlscl;e,baroscope,L_STAY__R_DOWN
cyzhb78hz,changuina,L_DOWN__R_UP
ba0t8zee,baptizee,L_STAY__R_UP
eq;;34,dapper,L_UP__R_DOWN
ersdrodi8h,weaselskin,L_RIGHT__R_UP
h8di3o8r3497w,nickeliferous,L_UP__R_UP
9vdfvz7og,overvault,L_DOWN__R_UP
fudhtsfsyuib,disgradation,L_RIGHT__R_LEFT
z.;nzbdgkvlfm,alphabetiform,L_DOWN__R_DOWN
;q.3ldlwmkd,paleocosmic,L_UP__R_DOWN
kqn3kkudi4bq53,lamellicornate,L_UP__R_LEFT
xjb;jfcnzxdf,subpurchaser,L_DOWN__R_DOWN
dolpo44h3siw,colporrhexis,L_UP__R_STAY
"t4q,q",grama,L_UP__R_RIGHT
paeciporwnr,parvipotent,L_LEFT__R_STAY
"odp[rto,rytu",isoperimetry,L_RIGHT__R_RIGHT
unsmotyixsyion,unamortization,L_RIGHT__R_STAY
roozoo,toozoo,L_LEFT__R_STAY
5ydgyb,tuchun,L_UP__R_LEFT
pfolonbmdng,prolongment,L_DOWN__R_STAY
unhymndc,unhymned,L_DOWN__R_STAY
aikusaeuzw,solidarize,L_LEFT__R_LEFT
o389548dy8h3,leiotrichine,L_UP__R_UP
ara0y6o9x9xxao,staphylococcal,L_LEFT__R_UP
sfo[pditos,adiposuria,L_RIGHT__R_RIGHT
nuxeifbargiya,micrognathous,L_LEFT__R_LEFT
wnrwelxnl.wxharlarlmh,enterocholecystostomy,L_LEFT__R_DOWN
soaxju;pm,diachylon,L_LEFT__R_RIGHT
nyciysbess,mucousness,L_STAY__R_LEFT
osytudyuv,patristic,L_RIGHT__R_LEFT
bndkxxkgkc,gneissitic,L_DOWN__R_DOWN
om534f3453g4q,intervertebra,L_UP__R_RIGHT
er6tyr9z8hc8te,erythrozincite,L_STAY__R_UP
w3j8e874hqo,semidiurnal,L_UP__R_UP
dsninr,sabine,L_RIGHT__R_STAY
a7o9ar9j8saw,aulostomidae,L_LEFT__R_UP
trytrsyomh,retreating,L_RIGHT__R_RIGHT
9rty9o9g8cao,orthological,L_STAY__R_UP
xgdfnlgnhflkc,sternothyroid,L_DOWN__R_DOWN
;3[oep53,lepidote,L_UP__R_RIGHT
dldger,dodger,L_STAY__R_DOWN
c7ff8df,currier,L_DOWN__R_UP
basakward,nasalward,L_STAY__R_LEFT
